gender,age_group,education_level,race_ethnicity,religion_level,income_bracket,job_status,individual_first_vote,individual_final_vote,group_first_vote_guilty,group_first_vote_not_guilty,group_first_vote_undecided,group_final_vote_guilty,group_final_vote_not_guilty,group_final_vote_undecided,site,case_id,num_victims,defendant_gender,defendant_race_ethnicity,defendant_representation,victim_gender,victim_race_ethnicity,victim_relationship,defendant_criminal_history_known,sentencing_possibilities_known,case_type,total_counts,total_convictions,total_acquittals,total_hung_counts,sentence_range
Female,18-25,Some college,Native American,Religious,"$30,000 - $39,999",Employed full time,Guilty,Not Guilty,1,4,2,0,7,0,Maricopa,71,1,Male,"Black, Hispanic",Public defender,Female,"Black, Hispanic",Other acquaintance,Yes,No,Assault (non-sexual),1,0,1,0,NA
Male,36-45,Some college,White/Hispanic,Religious,"Over $75,000",Employed full time,Not Guilty,NA,NA,3,NA,NA,0,NA,Maricopa,71,1,Male,"Black, Hispanic",Public defender,Female,"Black, Hispanic",Other acquaintance,Yes,No,Assault (non-sexual),1,0,1,0,NA
Male,Over 65,Post-graduate work,White/Caucasian,Very religious,"$30,000 - $39,999",Student,Not Guilty,Not Guilty,3,5,NA,NA,8,NA,Maricopa,71,1,Male,"Black, Hispanic",Public defender,Female,"Black, Hispanic",Other acquaintance,Yes,No,Assault (non-sexual),1,0,1,0,NA
Male,36-45,High school graduate,White/Caucasian,Religious,"$30,000 - $39,999",Employed full time,Not Guilty,Guilty,5,3,0,8,0,0,Maricopa,74,1,Male,"White, non-Hispanic",Public defender,Female,"White, non-Hispanic",None,No,No,NA,1,1,0,0,1–5 years
Female,26-35,College graduate,White/Caucasian,Very religious,"Over $75,000","Unemployed, seeking employment",Not Guilty,Guilty,5,3,0,8,0,0,Maricopa,74,1,Male,"White, non-Hispanic",Public defender,Female,"White, non-Hispanic",None,No,No,NA,1,1,0,0,1–5 years
Female,36-45,Some college,White/Hispanic,Very religious,"$30,000 - $39,999",Employed full time,Not Guilty,Guilty,5,3,0,8,0,0,Maricopa,74,1,Male,"White, non-Hispanic",Public defender,Female,"White, non-Hispanic",None,No,No,NA,1,1,0,0,1–5 years
Male,46-55,Some college,White/Caucasian,Somewhat non-religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,5,3,NA,8,NA,NA,Maricopa,74,1,Male,"White, non-Hispanic",Public defender,Female,"White, non-Hispanic",None,No,No,NA,1,1,0,0,1–5 years
Female,46-55,Some college,White/Hispanic,Neither,"$50,000 - $75,000",Employed full time,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,77,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Female,18-25,Some college,Nonwhite/Hispanic,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,8,0,0,8,0,0,Maricopa,77,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Male,26-35,College graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,77,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Female,36-45,College graduate,White/Hispanic,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,8,0,0,8,4,0,Maricopa,77,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Male,36-45,Some college,White/Caucasian,Religious,"$30,000 - $39,999",Employed full time,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,77,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Female,36-45,High school graduate,White/Hispanic,Religious,"$40,000 - $49,999",Employed full time,Guilty,NA,NA,NA,NA,NA,NA,NA,Maricopa,77,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Male,36-45,Post-graduate work,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,77,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Male,46-55,Post-graduate work,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,8,0,0,8,0,0,Maricopa,77,0,Male,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,NA
Male,Over 65,Some college,White/Caucasian,Religious,NA,Student,Guilty,Guilty,7,1,NA,8,0,NA,Maricopa,78,1,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Forgery,1,1,0,0,1–5 years
Male,46-55,Some college,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,Guilty,7,1,NA,8,NA,NA,Maricopa,78,1,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Forgery,1,1,0,0,1–5 years
Female,36-45,Some college,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Guilty,7,1,NA,8,0,NA,Maricopa,78,1,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Forgery,1,1,0,0,1–5 years
Female,56-65,Some college,White/Caucasian,Religious,"$30,000 - $39,999",Homemaker,Guilty,Guilty,7,1,NA,8,0,NA,Maricopa,78,1,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Forgery,1,1,0,0,1–5 years
Male,Over 65,College graduate,White/Caucasian,Religious,"$20,000 - $29,999",Student,Guilty,Guilty,7,1,NA,8,0,NA,Maricopa,78,1,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Forgery,1,1,0,0,1–5 years
Female,26-35,Some college,White/Caucasian,Religious,"$30,000 - $39,999",Employed full time,Guilty,Guilty,7,1,0,8,0,0,Maricopa,78,1,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Forgery,1,1,0,0,1–5 years
Male,46-55,College graduate,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,Guilty,7,1,NA,8,NA,NA,Maricopa,78,1,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Forgery,1,1,0,0,1–5 years
Female,36-45,College graduate,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,7,1,0,8,0,0,Maricopa,78,1,Female,"White, non-Hispanic",Public defender,NA,NA,Relationship not known,No,No,Forgery,1,1,0,0,1–5 years
Female,26-35,Less than high school,Native American,Very religious,"$40,000 - $49,999",Employed full time,Undecided,Undecided,NA,NA,NA,NA,NA,NA,Maricopa,79,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,Assault (non-sexual),1,1,0,0,5–10 years
Male,56-65,Post-graduate work,White/Caucasian,Very non-religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,6,2,0,8,0,0,Maricopa,79,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,Assault (non-sexual),1,1,0,0,5–10 years
Female,26-35,College graduate,White/Caucasian,Somewhat non-religious,"$30,000 - $39,999",Employed full time,Guilty,Guilty,6,2,NA,8,0,NA,Maricopa,79,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,Assault (non-sexual),1,1,0,0,5–10 years
Female,26-35,Post-graduate work,White/Caucasian,Somewhat non-religious,"$50,000 - $75,000",Employed full time,Not Guilty,Guilty,6,2,0,8,NA,NA,Maricopa,79,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,Assault (non-sexual),1,1,0,0,5–10 years
Male,46-55,Post-graduate work,White/Hispanic,Religious,"Over $75,000",Employed full time,NA,NA,6,2,NA,8,NA,NA,Maricopa,79,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,Assault (non-sexual),1,1,0,0,5–10 years
Female,18-25,Some college,White/Caucasian,Neither,"Under $10,000",Employed full time,Guilty,Guilty,6,2,NA,8,0,0,Maricopa,79,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,Assault (non-sexual),1,1,0,0,5–10 years
Male,26-35,College graduate,White/Hispanic,Very non-religious,"Over $75,000",Employed full time,Guilty,Guilty,6,2,0,8,0,0,Maricopa,79,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,Assault (non-sexual),1,1,0,0,5–10 years
Male,26-35,College graduate,Nonwhite/Hispanic,Religious,"Over $75,000",Employed full time,Guilty,NA,6,2,0,8,NA,NA,Maricopa,79,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,Assault (non-sexual),1,1,0,0,5–10 years
Female,36-45,College graduate,White/Caucasian,Religious,"Over $75,000",Self-employed,Guilty,Guilty,6,2,0,8,0,0,Maricopa,79,1,Male,"Black, non-Hispanic",Public defender,Male,"White, non-Hispanic",None,No,No,Assault (non-sexual),1,1,0,0,5–10 years
Female,46-55,Some college,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,Guilty,8,NA,NA,NA,NA,NA,Maricopa,86,1,Female,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,Yes,No,Assault (non-sexual),1,1,0,0,1–5 years
Female,36-45,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,8,0,0,8,0,0,Maricopa,86,1,Female,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,Yes,No,Assault (non-sexual),1,1,0,0,1–5 years
Male,26-35,Some college,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,8,0,NA,8,0,NA,Maricopa,86,1,Female,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,Yes,No,Assault (non-sexual),1,1,0,0,1–5 years
Female,Over 65,High school graduate,White/Caucasian,Very religious,NA,Student,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,86,1,Female,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,Yes,No,Assault (non-sexual),1,1,0,0,1–5 years
Male,26-35,College graduate,White/Caucasian,Religious,"$30,000 - $39,999",Employed full time,Guilty,Guilty,8,0,0,8,0,0,Maricopa,86,1,Female,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,Yes,No,Assault (non-sexual),1,1,0,0,1–5 years
Male,36-45,Post-graduate work,NA,Somewhat non-religious,"$50,000 - $75,000","Unemployed, seeking employment",Guilty,Guilty,8,0,0,8,0,0,Maricopa,86,1,Female,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,Yes,No,Assault (non-sexual),1,1,0,0,1–5 years
Male,36-45,Some college,Nonwhite/Hispanic,Religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,86,1,Female,"White, Hispanic",Public defender,Male,"White, non-Hispanic",None,Yes,No,Assault (non-sexual),1,1,0,0,1–5 years
Male,36-45,College graduate,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,6,1,5,12,0,0,Maricopa,87,1,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",None,NA,No,NA,NA,NA,NA,NA,NA
Female,26-35,Some college,Black/African American,Religious,"$20,000 - $29,999",Employed full time,Not Guilty,Guilty,8,4,0,12,0,0,Maricopa,87,1,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",None,NA,No,NA,NA,NA,NA,NA,NA
Female,18-25,Less than high school,White/Caucasian,Religious,"$50,000 - $75,000",Employed part time,Guilty,Guilty,0,0,0,NA,NA,NA,Maricopa,88,0,Male,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,1–5 years
Male,Over 65,Some college,White/Caucasian,Religious,"$30,000 - $39,999",Student,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,88,0,Male,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,1–5 years
Male,18-25,Some college,White/Caucasian,Neither,"$10,000 - $19,999",Employed part time,Guilty,Guilty,8,0,0,8,0,0,Maricopa,88,0,Male,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,1–5 years
Male,46-55,High school graduate,White/Caucasian,Neither,"$40,000 - $49,999",Employed full time,Guilty,Guilty,8,NA,NA,8,NA,NA,Maricopa,88,0,Male,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,1–5 years
Male,56-65,High school graduate,White/Caucasian,Religious,"$50,000 - $75,000",Employed part time,Guilty,Guilty,7,1,NA,8,NA,NA,Maricopa,88,0,Male,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,1–5 years
Male,36-45,Some college,White/Caucasian,Somewhat non-religious,"Over $75,000",Employed full time,Guilty,NA,8,0,0,8,0,0,Maricopa,88,0,Male,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,1–5 years
Male,56-65,Post-graduate work,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Undecided,NA,8,NA,NA,8,NA,NA,Maricopa,88,0,Male,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,1–5 years
Male,46-55,Some college,White/Caucasian,Very non-religious,"$40,000 - $49,999",Employed full time,Undecided,Guilty,8,NA,NA,8,NA,NA,Maricopa,88,0,Male,"White, non-Hispanic",Private,NA,NA,Relationship not known,NA,No,DUI/DWI,2,2,0,0,1–5 years
Male,56-65,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,NA,NA,8,NA,NA,NA,NA,Maricopa,89,1,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",Other acquaintance,NA,No,Assault (non-sexual),1,0,1,0,NA
Female,18-25,Post-graduate work,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,Not Guilty,NA,NA,NA,8,NA,NA,Maricopa,89,1,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",Other acquaintance,NA,No,Assault (non-sexual),1,0,1,0,NA
Female,46-55,Some college,White/Caucasian,Religious,"$20,000 - $29,999",Employed full time,Undecided,Not Guilty,NA,NA,NA,NA,NA,NA,Maricopa,89,1,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",Other acquaintance,NA,No,Assault (non-sexual),1,0,1,0,NA
Female,18-25,Some college,White/Caucasian,Neither,"Over $75,000",Employed full time,Not Guilty,Not Guilty,NA,3,NA,NA,8,NA,Maricopa,89,1,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",Other acquaintance,NA,No,Assault (non-sexual),1,0,1,0,NA
Female,56-65,High school graduate,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,0,NA,NA,NA,NA,NA,Maricopa,89,1,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",Other acquaintance,NA,No,Assault (non-sexual),1,0,1,0,NA
Female,36-45,Post-graduate work,White/Caucasian,Neither,"$30,000 - $39,999",Employed full time,Not Guilty,Not Guilty,NA,8,NA,NA,8,NA,Maricopa,89,1,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",Other acquaintance,NA,No,Assault (non-sexual),1,0,1,0,NA
Male,56-65,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,NA,0,8,NA,0,8,NA,Maricopa,89,1,Male,"White, non-Hispanic",Private,Male,"White, non-Hispanic",Other acquaintance,NA,No,Assault (non-sexual),1,0,1,0,NA
Male,26-35,Post-graduate work,White/Caucasian,Somewhat non-religious,"Over $75,000",Employed full time,Not Guilty,NA,NA,NA,NA,NA,NA,NA,Maricopa,90,1,Male,Other,Public defender,Female,Other,Spouse/domestic partner,No,No,Assault (non-sexual),1,1,0,0,1–5 years
Male,46-55,College graduate,White/Caucasian,Somewhat non-religious,"$40,000 - $49,999",Employed full time,Undecided,Not Guilty,0,NA,NA,NA,9,NA,Maricopa,90,1,Male,Other,Public defender,Female,Other,Spouse/domestic partner,No,No,Assault (non-sexual),1,1,0,0,1–5 years
Female,26-35,College graduate,White/Hispanic,Religious,"$30,000 - $39,999",Employed full time,Not Guilty,Not Guilty,0,NA,NA,NA,0,NA,Maricopa,90,1,Male,Other,Public defender,Female,Other,Spouse/domestic partner,No,No,Assault (non-sexual),1,1,0,0,1–5 years
Male,26-35,NA,NA,NA,NA,Employed full time,Not Guilty,Not Guilty,NA,2,NA,0,0,0,Maricopa,91,1,Female,Other,Public defender,Male,Other,Spouse/domestic partner,NA,No,"Murder, 2nd degree",4,1,2,1,NA
Male,56-65,Some college,White/Caucasian,Somewhat non-religious,"$30,000 - $39,999",Employed full time,Guilty,Not Guilty,4,2,2,0,0,0,Maricopa,91,1,Female,Other,Public defender,Male,Other,Spouse/domestic partner,NA,No,"Murder, 2nd degree",4,1,2,1,NA
Female,18-25,High school graduate,White/Caucasian,Somewhat non-religious,NA,Student,Guilty,Guilty,7,1,1,1,7,1,Maricopa,91,1,Female,Other,Public defender,Male,Other,Spouse/domestic partner,NA,No,"Murder, 2nd degree",4,1,2,1,NA
Male,36-45,High school graduate,White/Caucasian,Somewhat non-religious,"Over $75,000",Employed full time,Not Guilty,NA,5,2,NA,0,8,NA,Maricopa,91,1,Female,Other,Public defender,Male,Other,Spouse/domestic partner,NA,No,"Murder, 2nd degree",4,1,2,1,NA
Female,18-25,High school graduate,White/Caucasian,Very religious,"$20,000 - $29,999",Employed full time,Not Guilty,Not Guilty,4,2,2,0,8,NA,Maricopa,91,1,Female,Other,Public defender,Male,Other,Spouse/domestic partner,NA,No,"Murder, 2nd degree",4,1,2,1,NA
Male,36-45,College graduate,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Guilty,Not Guilty,4,2,2,0,8,0,Maricopa,91,1,Female,Other,Public defender,Male,Other,Spouse/domestic partner,NA,No,"Murder, 2nd degree",4,1,2,1,NA
Male,46-55,College graduate,White/Caucasian,Neither,"$40,000 - $49,999",Employed full time,Not Guilty,Not Guilty,4,2,2,NA,8,NA,Maricopa,91,1,Female,Other,Public defender,Male,Other,Spouse/domestic partner,NA,No,"Murder, 2nd degree",4,1,2,1,NA
Female,26-35,High school graduate,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Guilty,Not Guilty,4,2,2,0,8,0,Maricopa,91,1,Female,Other,Public defender,Male,Other,Spouse/domestic partner,NA,No,"Murder, 2nd degree",4,1,2,1,NA
NA,NA,NA,NA,NA,NA,NA,Guilty,Guilty,9,NA,2,11,NA,NA,Maricopa,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA
Female,36-45,College graduate,White/Caucasian,Very non-religious,"Over $75,000",Employed full time,Guilty,Guilty,10,NA,2,12,NA,NA,Maricopa,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA
Female,56-65,Some college,Black/African American,Religious,NA,Employed full time,Undecided,Guilty,10,NA,2,12,NA,NA,Maricopa,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA
Female,36-45,College graduate,White/Caucasian,Religious,"$40,000 - $49,999",Employed part time,Guilty,Guilty,8,4,0,12,0,0,Maricopa,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA
Male,56-65,Some college,White/Caucasian,Very religious,"$50,000 - $75,000",Self-employed,Guilty,Guilty,8,4,NA,12,0,NA,Maricopa,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA
Male,26-35,Some college,Asian/Pacific Islander,Religious,"Over $75,000",Employed full time,Guilty,NA,8,2,2,12,NA,NA,Maricopa,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maricopa,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA
Female,46-55,Some college,White/Caucasian,NA,"$50,000 - $75,000",Homemaker,Guilty,Guilty,8,0,4,12,0,0,Maricopa,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA
Male,36-45,Post-graduate work,White/Hispanic,Very non-religious,"Over $75,000",Employed full time,Undecided,Guilty,8,NA,4,12,NA,NA,Maricopa,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA
Male,26-35,College graduate,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Undecided,Guilty,NA,NA,NA,12,NA,NA,Maricopa,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA
Female,36-45,College graduate,White/Caucasian,Neither,"Over $75,000",Employed full time,Guilty,Guilty,8,NA,4,12,NA,NA,Maricopa,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA
Male,26-35,Post-graduate work,White/Caucasian,Very religious,"$50,000 - $75,000",Employed full time,Undecided,Guilty,8,0,4,12,0,0,Maricopa,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,0,NA
Male,56-65,High school graduate,White/Hispanic,Religious,NA,Student,Not Guilty,Not Guilty,4,8,NA,NA,12,NA,Maricopa,95,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",None,No,No,"Murder, 1st degree",2,0,2,0,NA
Female,46-55,Some college,White/Caucasian,Somewhat non-religious,"Over $75,000",Employed full time,Guilty,Not Guilty,4,8,NA,NA,12,NA,Maricopa,95,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",None,No,No,"Murder, 1st degree",2,0,2,0,NA
Female,26-35,Some college,White/Hispanic,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,4,8,NA,12,NA,NA,Maricopa,95,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",None,No,No,"Murder, 1st degree",2,0,2,0,NA
Male,46-55,College graduate,White/Caucasian,Neither,"Over $75,000",Employed full time,Not Guilty,Not Guilty,4,8,NA,0,12,NA,Maricopa,95,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",None,No,No,"Murder, 1st degree",2,0,2,0,NA
Male,36-45,Post-graduate work,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,4,8,NA,NA,12,NA,Maricopa,95,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",None,No,No,"Murder, 1st degree",2,0,2,0,NA
Male,56-65,High school graduate,White/Caucasian,Neither,"$40,000 - $49,999",Student,Guilty,Not Guilty,NA,NA,NA,NA,12,NA,Maricopa,95,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",None,No,No,"Murder, 1st degree",2,0,2,0,NA
Male,18-25,Some college,White/Caucasian,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,4,8,NA,0,12,NA,Maricopa,95,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",None,No,No,"Murder, 1st degree",2,0,2,0,NA
Female,Over 65,Some college,White/Caucasian,Very religious,"$50,000 - $75,000",Student,Not Guilty,Not Guilty,4,8,NA,NA,12,NA,Maricopa,95,1,Male,"White, Hispanic",Court-app. private,Male,"White, Hispanic",None,No,No,"Murder, 1st degree",2,0,2,0,NA
