"gender","age_group","education_level","race_ethnicity","religion_level","income_bracket","job_status","individual_first_vote","individual_final_vote","group_first_vote_guilty","group_first_vote_not_guilty","group_first_vote_undecided","group_final_vote_guilty","group_final_vote_not_guilty","group_final_vote_undecided"
"Female","26-35","Post-graduate work","White/Hispanic","Somewhat non-religious","$30,000 - $39,999","Employed full time","Not Guilty","Not Guilty",0,7,1,0,8,0
"Male","56-65","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed full time","Undecided","Not Guilty",0,6,1,0,8,NA
"Male","46-55","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Not Guilty","Undecided",NA,7,1,NA,8,NA
"Female","56-65","College graduate","White/Hispanic","Religious","$50,000 - $75,000","Student","Not Guilty",NA,NA,7,1,NA,8,NA
"Female","56-65","Some college","White/Hispanic","Religious","$10,000 - $19,999","Unemployed, seeking employment","Not Guilty","Not Guilty",NA,7,1,0,8,0
"Female","36-45","College graduate","White/Hispanic","Neither","Over $75,000","Self-employed","Guilty",NA,4,3,1,3,5,NA
"Male","46-55","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Not Guilty","Guilty",4,3,1,5,3,NA
"Male","46-55","College graduate","White/Hispanic","Somewhat non-religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",4,3,1,3,5,NA
"Male","36-45","College graduate","White/Caucasian","Very religious","$40,000 - $49,999","Employed full time","Not Guilty","Not Guilty",4,3,1,3,5,0
"Female","46-55","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",4,3,1,3,5,0
"Female","36-45","Post-graduate work","White/Hispanic","Neither","Over $75,000","Employed full time","Undecided","Not Guilty",4,3,1,3,5,NA
"Female","26-35","Some college","White/Hispanic","Religious","$30,000 - $39,999","Employed full time","Guilty",NA,4,3,1,3,5,NA
"Male","18-25","High school graduate","White/Hispanic","Very religious","$20,000 - $29,999","Employed full time","Guilty","Not Guilty",4,3,1,3,5,0
"Male","56-65","College graduate","Black/African American","Religious","Over $75,000","Self-employed","Guilty","Guilty",NA,NA,NA,9,NA,NA
"Male","26-35","Post-graduate work","White/Caucasian","Religious","$40,000 - $49,999","Employed full time","Guilty",NA,8,0,0,8,0,0
"Male","46-55","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",8,NA,NA,8,NA,NA
"Female","46-55","Some college","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",NA,NA,NA,8,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Male","26-35","Some college","White/Caucasian","Religious","Over $75,000","Employed full time","Guilty","Guilty",8,NA,NA,8,NA,NA
"Male","46-55","Some college","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",8,0,0,8,0,0
"Female","36-45","Some college","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Undecided","Guilty",9,NA,3,12,NA,NA
"Male","26-35","Post-graduate work","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Undecided","Guilty",10,NA,2,12,NA,NA
"Female","36-45","College graduate","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",10,NA,2,12,NA,NA
"Female","46-55","Post-graduate work","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty",NA,4,NA,8,12,NA,NA
"Male","36-45","College graduate","White/Hispanic",NA,"Over $75,000","Employed full time","Guilty","Guilty",10,NA,2,12,0,0
"Male","Over 65","Post-graduate work","White/Hispanic","Religious","Over $75,000","Student",NA,"Guilty",10,NA,2,12,NA,NA
"Female","36-45","College graduate","Black/African American","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",10,0,2,12,0,0
"Female","26-35","Some college","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",10,NA,2,12,NA,NA
"Female","46-55","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",NA,NA,NA,12,NA,NA
NA,NA,NA,NA,"Religious","Over $75,000","Self-employed",NA,NA,NA,NA,NA,NA,NA,NA
NA,"46-55","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",7,1,0,8,0,0
"Male","56-65","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",6,NA,2,8,NA,NA
NA,NA,NA,NA,NA,NA,NA,"Undecided","Guilty",6,NA,2,8,0,0
NA,NA,NA,NA,NA,NA,NA,"Not Guilty","Guilty",6,2,NA,8,0,NA
"Female","18-25","College graduate","White/Caucasian","Religious","Over $75,000","Employed full time","Guilty","Guilty",6,2,NA,8,NA,NA
"Male","56-65","College graduate","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",6,2,0,8,0,0
"Male","36-45","College graduate","White/Hispanic","Very religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",6,2,NA,8,0,NA
"Female","18-25","Some college","Nonwhite/Hispanic","Religious","Under $10,000","Unemployed, and a student","Guilty","Guilty",NA,NA,NA,NA,NA,NA
"Female","36-45","College graduate","White/Hispanic","Religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",8,NA,NA,8,NA,NA
"Male","18-25","College graduate","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",8,NA,NA,8,NA,NA
"Male","Over 65","College graduate","White/Hispanic","Religious","$50,000 - $75,000","Student","Guilty","Guilty",8,NA,NA,8,NA,NA
"Male","46-55","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty",NA,8,0,0,8,0,0
NA,NA,NA,NA,NA,NA,NA,"Guilty","Guilty",8,NA,NA,8,NA,NA
"Female","56-65","College graduate","White/Hispanic","Religious","$40,000 - $49,999","Student","Guilty",NA,4,4,NA,8,NA,NA
"Male","Over 65","Post-graduate work","White/Hispanic","Very non-religious","Over $75,000","Student","Guilty","Guilty",4,4,NA,7,1,NA
"Male","26-35","Some college","White/Hispanic","Neither","$50,000 - $75,000","Employed full time","Guilty","Guilty",4,4,0,8,0,0
"Male","18-25","High school graduate","White/Caucasian","Neither","Over $75,000","Employed full time","Guilty","Guilty",4,4,0,8,0,NA
"Female","26-35","College graduate","Black/African American","Very religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",4,4,NA,8,NA,NA
"Male","46-55","College graduate","White/Hispanic","Somewhat non-religious","$50,000 - $75,000","Employed full time","Not Guilty","Guilty",4,4,NA,8,NA,NA
"Male","Over 65","Some college","White/Hispanic","Religious","Over $75,000","Student","Not Guilty","Guilty",4,4,NA,8,NA,NA
"Male","56-65","College graduate","White/Hispanic","Neither","$50,000 - $75,000","Student","Not Guilty","Guilty",4,4,NA,8,NA,NA
NA,NA,NA,NA,NA,NA,NA,"Not Guilty",NA,NA,NA,NA,NA,NA,NA
"Female","56-65","Some college","White/Hispanic","Somewhat non-religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",1,7,NA,NA,8,NA
"Female","Over 65","Some college","White/Hispanic","Neither","$30,000 - $39,999","Homemaker","Guilty","Guilty",1,7,NA,99,8,NA
"Female","26-35","Post-graduate work","Asian/Pacific Islander","Religious","Over $75,000","Unemployed, and a student","Not Guilty",NA,1,7,NA,NA,8,NA
NA,NA,NA,NA,NA,NA,NA,"Not Guilty","Not Guilty",1,7,0,0,8,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"56-65","Some college","White/Hispanic","Neither","Over $75,000","Employed full time","Not Guilty","Not Guilty",7,7,0,0,1,NA
"Female","36-45","Post-graduate work","White/Hispanic","Neither","$30,000 - $39,999","Employed full time","Undecided","Undecided",4,3,1,4,3,1
"Male","36-45","College graduate","Black/African American","Religious","Over $75,000","Employed full time",NA,NA,NA,NA,NA,NA,NA,NA
"Female","46-55","College graduate","White/Caucasian","Religious",NA,"Self-employed","Guilty","Guilty",6,NA,NA,8,NA,NA
"Female","46-55","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",NA,NA,NA,8,0,0
"Female","26-35","Some college","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Undecided","Guilty",5,0,3,8,0,0
"Female","36-45","Some college","White/Caucasian","Neither","Over $75,000","Employed full time","Undecided","Guilty",8,0,0,8,0,0
"Female","46-55","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Undecided","Guilty",5,3,0,8,0,0
"Male","26-35","Some college","White/Hispanic","Neither","$40,000 - $49,999","Employed full time","Undecided","Guilty",8,0,0,8,0,0
"Male","36-45","College graduate","Asian/Pacific Islander","Religious","$10,000 - $19,999","Employed full time","Guilty","Guilty",8,0,0,8,0,0
"Male","26-35","Some college","White/Caucasian","Religious","Over $75,000","Employed full time","Not Guilty","Guilty",6,1,1,8,0,0
"Male",NA,"College graduate","White/Hispanic","Religious","Over $75,000",NA,"Not Guilty","Not Guilty",NA,8,NA,NA,8,NA
"Female","46-55","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",NA,8,NA,NA,8,NA
"Male","56-65","Some college","White/Hispanic","Religious","Over $75,000","Student","Not Guilty","Not Guilty",NA,8,NA,NA,8,NA
"Female","26-35","College graduate","White/Hispanic","Very religious","$50,000 - $75,000","Homemaker","Not Guilty","Not Guilty",0,8,0,0,8,0
"Female","36-45","Post-graduate work","Black/African American","Religious","$40,000 - $49,999","Employed full time","Guilty","Not Guilty",2,5,1,0,8,0
"Female","36-45","High school graduate","White/Hispanic","Neither","$30,000 - $39,999","Employed full time","Not Guilty","Not Guilty",2,6,NA,0,8,NA
"Female","26-35","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Not Guilty",5,2,1,8,NA,NA
"Male","46-55","Some college","White/Hispanic","Religious","$40,000 - $49,999","Self-employed","Not Guilty",NA,2,5,1,NA,8,NA
"Male","18-25","Some college","Nonwhite/Hispanic","Religious","$20,000 - $29,999","Employed full time","Undecided","Not Guilty",4,3,1,0,8,0
"Male","18-25","Some college","White/Hispanic","Very religious","$20,000 - $29,999","Employed full time","Not Guilty","Guilty",NA,NA,NA,8,NA,NA
"Male","18-25","College graduate","White/Hispanic","Very non-religious","Under $10,000","Unemployed, and a student","Not Guilty","Guilty",5,3,NA,8,0,0
"Male","56-65","Post-graduate work","White/Hispanic","Very religious","Over $75,000","Employed full time","Guilty","Guilty",5,3,NA,8,NA,NA
"Male","Over 65","Some college","White/Hispanic","Very non-religious","$40,000 - $49,999","Student","Guilty","Guilty",10,0,2,12,0,0
"Female","46-55","High school graduate","White/Hispanic","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",11,1,0,12,0,0
"Male","46-55","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",11,0,1,12,0,0
"Male","26-35","Some college","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",10,0,2,12,0,0
"Male","26-35","College graduate","White/Hispanic","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",11,0,1,12,0,0
"Male","36-45","College graduate","White/Caucasian","Neither","Over $75,000","Employed full time","Guilty",NA,NA,NA,NA,NA,NA,NA
"Female","46-55","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",10,0,2,12,0,0
"Male","26-35","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Undecided","Guilty",8,0,2,12,0,0
"Female","36-45","Post-graduate work","White/Hispanic","Neither","$50,000 - $75,000","Self-employed","Guilty","Guilty",12,0,0,12,0,0
"Female","46-55","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",12,0,0,12,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Male","46-55","Some college","White/Hispanic","Very religious","Over $75,000","Employed full time","Guilty","Guilty",NA,NA,NA,12,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"Guilty",NA,7,1,0,NA,NA,NA
"Male","26-35","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",7,1,NA,8,0,NA
"Female","46-55","Some college","Asian/Pacific Islander","Very religious","$10,000 - $19,999","Employed full time","Not Guilty","Guilty",0,0,0,0,0,0
"Female","26-35","Some college","White/Hispanic","Neither","$50,000 - $75,000","Employed full time","Guilty","Guilty",7,1,0,8,0,0
"Male","46-55","High school graduate","White/Hispanic","Neither","$50,000 - $75,000","Employed full time","Guilty","Guilty",7,1,NA,9,0,NA
"Male","36-45","Some college","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Guilty",NA,7,1,NA,8,8,NA
NA,"36-45","High school graduate","White/Hispanic","Religious","$40,000 - $49,999","Employed full time","Not Guilty",NA,5,3,NA,8,NA,NA
"Male","36-45","Post-graduate work","White/Hispanic","Very non-religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",5,3,0,8,0,0
NA,NA,NA,NA,NA,NA,NA,"Not Guilty","Guilty",5,3,NA,8,NA,NA
"Male","56-65","College graduate","White/Caucasian","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",5,3,NA,8,NA,NA
"Male","36-45","College graduate","White/Hispanic","Neither","Over $75,000","Employed full time","Not Guilty","Guilty",6,2,NA,8,NA,NA
NA,NA,NA,"White/Caucasian","Religious","Under $10,000","Employed full time",NA,NA,0,NA,NA,8,NA,NA
"Female","46-55","Some college","White/Hispanic","Very religious","Over $75,000","Employed full time","Guilty","Guilty",5,3,0,8,0,0
NA,"26-35","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty",NA,5,3,NA,8,0,NA
"Male","46-55","Less than high school","Nonwhite/Hispanic",NA,"$30,000 - $39,999","Employed full time","Guilty","Guilty",11,1,NA,12,NA,NA
"Female","36-45","Post-graduate work","White/Hispanic","Very non-religious","Over $75,000","Employed full time","Guilty",NA,12,0,0,12,0,0
"Female","26-35","College graduate","White/Hispanic","Somewhat non-religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",10,1,1,11,9,0
"Female","26-35","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",10,1,1,11,1,0
"Female","18-25","Some college","White/Hispanic","Very religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",10,1,1,NA,NA,NA
"Male","26-35","College graduate","White/Hispanic","Very non-religious","$50,000 - $75,000","Employed full time","Undecided","Guilty",10,1,1,11,0,NA
"Female","46-55","Post-graduate work","White/Hispanic","Religious","$40,000 - $49,999","Self-employed","Guilty","Guilty",11,1,0,11,1,0
"Female","36-45","Some college","Black/African American","Neither","$40,000 - $49,999","Employed full time","Undecided","Undecided",11,1,NA,NA,NA,12
"Female","36-45","Some college","White/Hispanic","Very religious","Over $75,000","Employed full time","Guilty","Guilty",11,NA,1,11,NA,1
"Male","36-45","Post-graduate work","White/Hispanic","Very religious","Over $75,000","Employed full time","Guilty",NA,8,0,0,8,0,0
"Female","36-45","Some college","White/Hispanic","Very religious","$40,000 - $49,999","Self-employed","Guilty","Guilty",8,NA,NA,8,NA,NA
"Female","36-45","High school graduate","White/Hispanic","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",8,0,0,8,0,0
"Male","26-35","High school graduate","White/Hispanic","Somewhat non-religious","Over $75,000","Employed full time","Guilty","Guilty",8,NA,NA,8,NA,NA
"Male","46-55","Some college","White/Hispanic","Neither","$40,000 - $49,999","Employed full time","Guilty",NA,9,3,NA,12,0,NA
"Male","26-35","College graduate","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",9,3,0,12,0,0
"Male","36-45","Some college","White/Hispanic","Religious","$40,000 - $49,999","Employed full time","Not Guilty",NA,8,4,NA,12,NA,NA
"Female","18-25","College graduate","White/Hispanic","Somewhat non-religious","$50,000 - $75,000","Employed part time","Not Guilty","Guilty",9,3,NA,12,0,NA
"Female","36-45","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",9,3,0,12,0,0
"Male","36-45","College graduate","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",9,3,NA,12,0,NA
"Male","26-35","College graduate","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",9,3,0,12,0,0
"Female","36-45","College graduate","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",9,3,0,12,0,0
"Female","56-65","Some college","White/Hispanic","Very religious",NA,"Homemaker","Guilty","Guilty",9,3,NA,12,NA,NA
"Female","46-55","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed part time","Not Guilty","Guilty",9,3,0,12,0,0
"Female","46-55","Post-graduate work","White/Caucasian","Neither","$50,000 - $75,000","Employed full time","Guilty","Guilty",9,3,NA,12,NA,NA
"Female","36-45","Some college","Black/African American","Religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",9,3,NA,12,NA,NA
"Male","18-25","High school graduate","Black/African American","Religious","Under $10,000","Employed full time","Guilty","Guilty",8,0,0,8,0,0
